id,asset,opening_date,opening_euro_value,closing_date,closing_euro_value,period_yield_pct,asset_growth_pct,growth_factor,cumulative_growth,period_yield_pct_cumprod
7100,Ázsia kötvény eszközalap,2026-05-23,2.2679,2026-05-23,2.2679,0.0,0.2254,1.0,1.0478,4.78
7101,Aktív hozamfigyelõ vegyes eszközalap - D,2026-05-24,0.9553,2026-05-24,0.9553,0.0,0.0,1.0,1.0065,0.65
7102,Euró likviditás eszközalap - D,2026-05-24,0.9235,2026-05-24,0.9235,0.0,0.0,1.0,0.9978,-0.22
7103,Európai ingatlancégek részv. eszközalap,2026-05-24,1.847,2026-05-24,1.847,0.0,0.0,1.0,1.0049,0.49
7104,Európai kötvény eszközalap - D,2026-05-24,1.2257,2026-05-24,1.2257,0.0,0.0,1.0,0.9954,-0.46
7105,Európai részvény eszközalap,2026-05-24,2.9225,2026-05-24,2.9225,0.0,0.0,1.0,1.1108,11.08
7106,Európai vállalati kötvény eszközalap,2026-05-24,1.3245,2026-05-24,1.3245,0.0,0.0,1.0,1.0098,0.98
7107,Fejlõdõ piaci részvény ESG eszközalap-D,2026-05-24,1.3255,2026-05-24,1.3255,0.0,0.0,1.0,1.0936,9.36
7108,Fejlõdõ ázsiai részvény eszközalap,2026-05-24,3.2914,2026-05-24,3.2914,0.0,0.0,1.0,1.3447,34.47
7109,Fenntartható növekedés részvény eszk.,2026-05-24,3.2374,2026-05-24,3.2374,0.0,0.0,1.0,0.9709,-2.91
7110,Globális egészségügyi részvény eszk.,2026-05-24,3.4418,2026-05-24,3.4418,0.0,0.0,1.0,1.0641,6.41
7111,Globális növekedési részvény eszközalap,2026-05-24,2.1838,2026-05-24,2.1838,0.0,0.0,1.0,0.9262,-7.38
7112,Kiegyensúlyozott vegyes eszközalap - D,2026-05-24,1.4944,2026-05-24,1.4944,0.0,0.0,1.0,1.0435,4.35
7113,Latin-amerikai részvény eszközalap,2026-05-24,1.3904,2026-05-24,1.3904,0.0,0.0,1.0,1.2075,20.75
7114,Magas kötvény arányú vegyes eszk. - D,2026-05-24,1.1327,2026-05-24,1.1327,0.0,0.0,1.0,1.0192,1.92
7115,Magas védelmû vegyes eszközalap,2026-05-24,1.1191,2026-05-24,1.1191,0.0,0.0,1.0,1.0204,2.04
7116,Nemz. élelmiszeripari cégek rv. ea - D,2026-05-24,3.3911,2026-05-24,3.3911,0.0,0.0,1.0,1.0953,9.53
7117,Nyersanyagpiaci részvény eszközalap,2026-05-24,1.6579,2026-05-24,1.6579,0.0,0.0,1.0,1.1097,10.97
7118,Presztízs- és luxusmárkák rv. ea.,2026-05-24,3.3803,2026-05-24,3.3803,0.0,0.0,1.0,1.0869,8.69
7119,USA részvény eszközalap,2026-05-24,4.9781,2026-05-24,4.9781,0.0,0.0,1.0,1.0334,3.34
7120,Ázsia kötvény eszközalap,2026-05-24,2.2679,2026-05-24,2.2679,0.0,0.0,1.0,1.0478,4.78
7121,Aktív hozamfigyelõ vegyes eszközalap - D,2026-05-25,0.9553,2026-05-25,0.9553,0.0,0.0,1.0,1.0065,0.65
7122,Euró likviditás eszközalap - D,2026-05-25,0.9235,2026-05-25,0.9235,0.0,0.0,1.0,0.9978,-0.22
7123,Európai ingatlancégek részv. eszközalap,2026-05-25,1.847,2026-05-25,1.847,0.0,0.0,1.0,1.0049,0.49
7124,Európai kötvény eszközalap - D,2026-05-25,1.2257,2026-05-25,1.2257,0.0,0.0,1.0,0.9954,-0.46
7125,Európai részvény eszközalap,2026-05-25,2.9225,2026-05-25,2.9225,0.0,0.0,1.0,1.1108,11.08
7126,Európai vállalati kötvény eszközalap,2026-05-25,1.3245,2026-05-25,1.3245,0.0,0.0,1.0,1.0098,0.98
7127,Fejlõdõ piaci részvény ESG eszközalap-D,2026-05-25,1.3255,2026-05-25,1.3255,0.0,0.0,1.0,1.0936,9.36
7128,Fejlõdõ ázsiai részvény eszközalap,2026-05-25,3.2914,2026-05-25,3.2914,0.0,0.0,1.0,1.3447,34.47
7129,Fenntartható növekedés részvény eszk.,2026-05-25,3.2374,2026-05-25,3.2374,0.0,0.0,1.0,0.9709,-2.91
7130,Globális egészségügyi részvény eszk.,2026-05-25,3.4418,2026-05-25,3.4418,0.0,0.0,1.0,1.0641,6.41
7131,Globális növekedési részvény eszközalap,2026-05-25,2.1838,2026-05-25,2.1838,0.0,0.0,1.0,0.9262,-7.38
7132,Kiegyensúlyozott vegyes eszközalap - D,2026-05-25,1.4944,2026-05-25,1.4944,0.0,0.0,1.0,1.0435,4.35
7133,Latin-amerikai részvény eszközalap,2026-05-25,1.3904,2026-05-25,1.3904,0.0,0.0,1.0,1.2075,20.75
7134,Magas kötvény arányú vegyes eszk. - D,2026-05-25,1.1327,2026-05-25,1.1327,0.0,0.0,1.0,1.0192,1.92
7135,Magas védelmû vegyes eszközalap,2026-05-25,1.1191,2026-05-25,1.1191,0.0,0.0,1.0,1.0204,2.04
7136,Nemz. élelmiszeripari cégek rv. ea - D,2026-05-25,3.3911,2026-05-25,3.3911,0.0,0.0,1.0,1.0953,9.53
7137,Nyersanyagpiaci részvény eszközalap,2026-05-25,1.6579,2026-05-25,1.6579,0.0,0.0,1.0,1.1097,10.97
7138,Presztízs- és luxusmárkák rv. ea.,2026-05-25,3.3803,2026-05-25,3.3803,0.0,0.0,1.0,1.0869,8.69
7139,USA részvény eszközalap,2026-05-25,4.9781,2026-05-25,4.9781,0.0,0.0,1.0,1.0334,3.34
7140,Ázsia kötvény eszközalap,2026-05-25,2.2679,2026-05-25,2.2679,0.0,0.0,1.0,1.0478,4.78
7141,Aktív hozamfigyelõ vegyes eszközalap - D,2026-05-26,0.9553,2026-05-26,0.9553,0.0,0.0,1.0,1.0065,0.65
7142,Euró likviditás eszközalap - D,2026-05-26,0.9235,2026-05-26,0.9235,0.0,0.0,1.0,0.9978,-0.22
7143,Európai ingatlancégek részv. eszközalap,2026-05-26,1.847,2026-05-26,1.847,0.0,0.0,1.0,1.0049,0.49
7144,Európai kötvény eszközalap - D,2026-05-26,1.2257,2026-05-26,1.2257,0.0,0.0,1.0,0.9954,-0.46
7145,Európai részvény eszközalap,2026-05-26,2.9225,2026-05-26,2.9225,0.0,0.0,1.0,1.1108,11.08
7146,Európai vállalati kötvény eszközalap,2026-05-26,1.3245,2026-05-26,1.3245,0.0,0.0,1.0,1.0098,0.98
7147,Fejlõdõ piaci részvény ESG eszközalap-D,2026-05-26,1.3255,2026-05-26,1.3255,0.0,0.0,1.0,1.0936,9.36
7148,Fejlõdõ ázsiai részvény eszközalap,2026-05-26,3.2914,2026-05-26,3.2914,0.0,0.0,1.0,1.3447,34.47
7149,Fenntartható növekedés részvény eszk.,2026-05-26,3.2374,2026-05-26,3.2374,0.0,0.0,1.0,0.9709,-2.91
7150,Globális egészségügyi részvény eszk.,2026-05-26,3.4418,2026-05-26,3.4418,0.0,0.0,1.0,1.0641,6.41
7151,Globális növekedési részvény eszközalap,2026-05-26,2.1838,2026-05-26,2.1838,0.0,0.0,1.0,0.9262,-7.38
7152,Kiegyensúlyozott vegyes eszközalap - D,2026-05-26,1.4944,2026-05-26,1.4944,0.0,0.0,1.0,1.0435,4.35
7153,Latin-amerikai részvény eszközalap,2026-05-26,1.3904,2026-05-26,1.3904,0.0,0.0,1.0,1.2075,20.75
7154,Magas kötvény arányú vegyes eszk. - D,2026-05-26,1.1327,2026-05-26,1.1327,0.0,0.0,1.0,1.0192,1.92
7155,Magas védelmû vegyes eszközalap,2026-05-26,1.1191,2026-05-26,1.1191,0.0,0.0,1.0,1.0204,2.04
7156,Nemz. élelmiszeripari cégek rv. ea - D,2026-05-26,3.3911,2026-05-26,3.3911,0.0,0.0,1.0,1.0953,9.53
7157,Nyersanyagpiaci részvény eszközalap,2026-05-26,1.6579,2026-05-26,1.6579,0.0,0.0,1.0,1.1097,10.97
7158,Presztízs- és luxusmárkák rv. ea.,2026-05-26,3.3803,2026-05-26,3.3803,0.0,0.0,1.0,1.0869,8.69
7159,USA részvény eszközalap,2026-05-26,4.9781,2026-05-26,4.9781,0.0,0.0,1.0,1.0334,3.34
7160,Ázsia kötvény eszközalap,2026-05-26,2.2679,2026-05-26,2.2679,0.0,0.0,1.0,1.0478,4.78
7161,Aktív hozamfigyelõ vegyes eszközalap - D,2026-05-27,0.9581,2026-05-28,0.9574,-0.0008,0.2931,0.9992,1.0057,0.57
7162,Euró likviditás eszközalap - D,2026-05-27,0.9245,2026-05-28,0.9247,0.0002,0.1083,1.0002,0.998,-0.2
7163,Európai ingatlancégek részv. eszközalap,2026-05-27,1.8607,2026-05-28,1.8625,0.001,0.7417,1.001,1.0059,0.59
7164,Európai kötvény eszközalap - D,2026-05-27,1.2309,2026-05-28,1.2311,0.0002,0.4242,1.0002,0.9956,-0.44
7165,Európai részvény eszközalap,2026-05-27,2.9509,2026-05-28,2.9526,0.0006,0.9718,1.0006,1.1115,11.15
7166,Európai vállalati kötvény eszközalap,2026-05-27,1.3284,2026-05-28,1.3288,0.0003,0.2945,1.0003,1.0101,1.01
7167,Fejlõdõ piaci részvény ESG eszközalap-D,2026-05-27,1.3527,2026-05-28,1.3598,0.0052,2.0521,1.0052,1.0993,9.93
7168,Fejlõdõ ázsiai részvény eszközalap,2026-05-27,3.3543,2026-05-28,3.3751,0.0062,1.911,1.0062,1.3531,35.31
7169,Fenntartható növekedés részvény eszk.,2026-05-27,3.2404,2026-05-28,3.2319,-0.0026,0.0927,0.9974,0.9683,-3.17
7170,Globális egészségügyi részvény eszk.,2026-05-27,3.4184,2026-05-28,3.4337,0.0045,-0.6799,1.0045,1.0689,6.89
7171,Globális növekedési részvény eszközalap,2026-05-27,2.2056,2026-05-28,2.1959,-0.0044,0.9983,0.9956,0.9221,-7.79
7172,Kiegyensúlyozott vegyes eszközalap - D,2026-05-27,1.5032,2026-05-28,1.5041,0.0006,0.5889,1.0006,1.0441,4.41
7173,Latin-amerikai részvény eszközalap,2026-05-27,1.3999,2026-05-28,1.4147,0.0106,0.6833,1.0106,1.2203,22.03
7174,Magas kötvény arányú vegyes eszk. - D,2026-05-27,1.1384,2026-05-28,1.1388,0.0003,0.5032,1.0003,1.0195,1.95
7175,Magas védelmû vegyes eszközalap,2026-05-27,1.1206,2026-05-28,1.1208,0.0002,0.134,1.0002,1.0206,2.06
7176,Nemz. élelmiszeripari cégek rv. ea - D,2026-05-27,3.3546,2026-05-28,3.3863,0.0095,-1.0763,1.0095,1.1057,10.57
7177,Nyersanyagpiaci részvény eszközalap,2026-05-27,1.6824,2026-05-28,1.6919,0.0057,1.4778,1.0057,1.116,11.6
7178,Presztízs- és luxusmárkák rv. ea.,2026-05-27,3.396,2026-05-28,3.4916,0.0281,0.4645,1.0281,1.1174,11.74
7179,USA részvény eszközalap,2026-05-27,4.9964,2026-05-28,4.9857,-0.0022,0.3676,0.9978,1.0311,3.11
7180,Ázsia kötvény eszközalap,2026-05-27,2.2678,2026-05-28,2.2694,0.0007,-0.0044,1.0007,1.0486,4.86
7181,Aktív hozamfigyelõ vegyes eszközalap - D,2026-05-28,0.9574,2026-05-29,0.9586,0.0013,-0.0731,1.0013,1.007,0.7
7182,Euró likviditás eszközalap - D,2026-05-28,0.9247,2026-05-29,0.9251,0.0004,0.0216,1.0004,0.9984,-0.16
7183,Európai ingatlancégek részv. eszközalap,2026-05-28,1.8625,2026-05-29,1.8689,0.0034,0.0967,1.0034,1.0093,0.93
7184,Európai kötvény eszközalap - D,2026-05-28,1.2311,2026-05-29,1.2329,0.0014,0.0162,1.0014,0.997,-0.3
7185,Európai részvény eszközalap,2026-05-28,2.9526,2026-05-29,2.9465,-0.002,0.0576,0.998,1.1093,10.93
7186,Európai vállalati kötvény eszközalap,2026-05-28,1.3288,2026-05-29,1.3313,0.0019,0.0301,1.0019,1.012,1.2
7187,Fejlõdõ piaci részvény ESG eszközalap-D,2026-05-28,1.3598,2026-05-29,1.3648,0.0037,0.5249,1.0037,1.1034,10.34
7188,Fejlõdõ ázsiai részvény eszközalap,2026-05-28,3.3751,2026-05-29,3.3167,-0.0173,0.6201,0.9827,1.3297,32.97
7189,Fenntartható növekedés részvény eszk.,2026-05-28,3.2319,2026-05-29,3.2378,0.0018,-0.2623,1.0018,0.9701,-2.99
7190,Globális egészségügyi részvény eszk.,2026-05-28,3.4337,2026-05-29,3.4336,0.0,0.4476,1.0,1.0689,6.89
7191,Globális növekedési részvény eszközalap,2026-05-28,2.1959,2026-05-29,2.1898,-0.0028,-0.4398,0.9972,0.9195,-8.05
7192,Kiegyensúlyozott vegyes eszközalap - D,2026-05-28,1.5041,2026-05-29,1.5054,0.0008,0.0599,1.0008,1.0449,4.49
7193,Latin-amerikai részvény eszközalap,2026-05-28,1.4147,2026-05-29,1.4004,-0.0101,1.0572,0.9899,1.2079,20.79
7194,Magas kötvény arányú vegyes eszk. - D,2026-05-28,1.1388,2026-05-29,1.1401,0.0011,0.0351,1.0011,1.0206,2.06
7195,Magas védelmû vegyes eszközalap,2026-05-28,1.1208,2026-05-29,1.12,-0.0007,0.0178,0.9993,1.0199,1.99
7196,Nemz. élelmiszeripari cégek rv. ea - D,2026-05-28,3.3863,2026-05-29,3.35,-0.0107,0.945,0.9893,1.0939,9.39
7197,Nyersanyagpiaci részvény eszközalap,2026-05-28,1.6919,2026-05-29,1.6875,-0.0026,0.5647,0.9974,1.1131,11.31
7198,Presztízs- és luxusmárkák rv. ea.,2026-05-28,3.4916,2026-05-29,3.4963,0.0014,2.8151,1.0014,1.119,11.9
7199,USA részvény eszközalap,2026-05-28,4.9857,2026-05-29,5.0024,0.0034,-0.2142,1.0034,1.0346,3.46
7200,Ázsia kötvény eszközalap,2026-05-28,2.2694,2026-05-29,2.2744,0.0022,0.0706,1.0022,1.0509,5.09
7201,Aktív hozamfigyelõ vegyes eszközalap - D,2026-05-29,0.9586,2026-05-29,0.9586,0.0,0.1253,1.0,1.007,0.7
7202,Euró likviditás eszközalap - D,2026-05-29,0.9251,2026-05-29,0.9251,0.0,0.0433,1.0,0.9984,-0.16
7203,Európai ingatlancégek részv. eszközalap,2026-05-29,1.8689,2026-05-29,1.8689,0.0,0.3436,1.0,1.0093,0.93
7204,Európai kötvény eszközalap - D,2026-05-29,1.2329,2026-05-29,1.2329,0.0,0.1462,1.0,0.997,-0.3
7205,Európai részvény eszközalap,2026-05-29,2.9465,2026-05-29,2.9465,0.0,-0.2066,1.0,1.1093,10.93
7206,Európai vállalati kötvény eszközalap,2026-05-29,1.3313,2026-05-29,1.3313,0.0,0.1881,1.0,1.012,1.2
7207,Fejlõdõ piaci részvény ESG eszközalap-D,2026-05-29,1.3648,2026-05-29,1.3648,0.0,0.3677,1.0,1.1034,10.34
7208,Fejlõdõ ázsiai részvény eszközalap,2026-05-29,3.3167,2026-05-29,3.3167,0.0,-1.7303,1.0,1.3297,32.97
7209,Fenntartható növekedés részvény eszk.,2026-05-29,3.2378,2026-05-29,3.2378,0.0,0.1826,1.0,0.9701,-2.99
7210,Globális egészségügyi részvény eszk.,2026-05-29,3.4336,2026-05-29,3.4336,0.0,-0.0029,1.0,1.0689,6.89
7211,Globális növekedési részvény eszközalap,2026-05-29,2.1898,2026-05-29,2.1898,0.0,-0.2778,1.0,0.9195,-8.05
7212,Kiegyensúlyozott vegyes eszközalap - D,2026-05-29,1.5054,2026-05-29,1.5054,0.0,0.0864,1.0,1.0449,4.49
7213,Latin-amerikai részvény eszközalap,2026-05-29,1.4004,2026-05-29,1.4004,0.0,-1.0108,1.0,1.2079,20.79
7214,Magas kötvény arányú vegyes eszk. - D,2026-05-29,1.1401,2026-05-29,1.1401,0.0,0.1142,1.0,1.0206,2.06
7215,Magas védelmû vegyes eszközalap,2026-05-29,1.12,2026-05-29,1.12,0.0,-0.0714,1.0,1.0199,1.99
7216,Nemz. élelmiszeripari cégek rv. ea - D,2026-05-29,3.35,2026-05-29,3.35,0.0,-1.072,1.0,1.0939,9.39
7217,Nyersanyagpiaci részvény eszközalap,2026-05-29,1.6875,2026-05-29,1.6875,0.0,-0.2601,1.0,1.1131,11.31
7218,Presztízs- és luxusmárkák rv. ea.,2026-05-29,3.4963,2026-05-29,3.4963,0.0,0.1346,1.0,1.119,11.9
7219,USA részvény eszközalap,2026-05-29,5.0024,2026-05-29,5.0024,0.0,0.335,1.0,1.0346,3.46
7220,Ázsia kötvény eszközalap,2026-05-29,2.2744,2026-05-29,2.2744,0.0,0.2203,1.0,1.0509,5.09
7221,Aktív hozamfigyelõ vegyes eszközalap - D,2026-05-30,0.9597,2026-05-30,0.9597,0.0,0.1148,1.0,1.007,0.7
7222,Euró likviditás eszközalap - D,2026-05-30,0.9257,2026-05-30,0.9257,0.0,0.0649,1.0,0.9984,-0.16
7223,Európai ingatlancégek részv. eszközalap,2026-05-30,1.8688,2026-05-30,1.8688,0.0,-0.0054,1.0,1.0093,0.93
7224,Európai kötvény eszközalap - D,2026-05-30,1.236,2026-05-30,1.236,0.0,0.2514,1.0,0.997,-0.3
7225,Európai részvény eszközalap,2026-05-30,2.9536,2026-05-30,2.9536,0.0,0.241,1.0,1.1093,10.93
7226,Európai vállalati kötvény eszközalap,2026-05-30,1.3328,2026-05-30,1.3328,0.0,0.1127,1.0,1.012,1.2
7227,Fejlõdõ piaci részvény ESG eszközalap-D,2026-05-30,1.3544,2026-05-30,1.3544,0.0,-0.762,1.0,1.1034,10.34
7228,Fejlõdõ ázsiai részvény eszközalap,2026-05-30,3.3235,2026-05-30,3.3235,0.0,0.205,1.0,1.3297,32.97
7229,Fenntartható növekedés részvény eszk.,2026-05-30,3.2394,2026-05-30,3.2394,0.0,0.0494,1.0,0.9701,-2.99
7230,Globális egészségügyi részvény eszk.,2026-05-30,3.4386,2026-05-30,3.4386,0.0,0.1456,1.0,1.0689,6.89
7231,Globális növekedési részvény eszközalap,2026-05-30,2.2067,2026-05-30,2.2067,0.0,0.7718,1.0,0.9195,-8.05
7232,Kiegyensúlyozott vegyes eszközalap - D,2026-05-30,1.5103,2026-05-30,1.5103,0.0,0.3255,1.0,1.0449,4.49
7233,Latin-amerikai részvény eszközalap,2026-05-30,1.379,2026-05-30,1.379,0.0,-1.5281,1.0,1.2079,20.79
7234,Magas kötvény arányú vegyes eszk. - D,2026-05-30,1.1433,2026-05-30,1.1433,0.0,0.2807,1.0,1.0206,2.06
7235,Magas védelmû vegyes eszközalap,2026-05-30,1.1201,2026-05-30,1.1201,0.0,0.0089,1.0,1.0199,1.99
7236,Nemz. élelmiszeripari cégek rv. ea - D,2026-05-30,3.2831,2026-05-30,3.2831,0.0,-1.997,1.0,1.0939,9.39
7237,Nyersanyagpiaci részvény eszközalap,2026-05-30,1.7009,2026-05-30,1.7009,0.0,0.7941,1.0,1.1131,11.31
7238,Presztízs- és luxusmárkák rv. ea.,2026-05-30,3.4957,2026-05-30,3.4957,0.0,-0.0172,1.0,1.119,11.9
7239,USA részvény eszközalap,2026-05-30,5.0017,2026-05-30,5.0017,0.0,-0.014,1.0,1.0346,3.46
7240,Ázsia kötvény eszközalap,2026-05-30,2.2759,2026-05-30,2.2759,0.0,0.066,1.0,1.0509,5.09
7241,Aktív hozamfigyelõ vegyes eszközalap - D,2026-05-31,0.9597,2026-05-31,0.9597,0.0,0.0,1.0,1.007,0.7
7242,Euró likviditás eszközalap - D,2026-05-31,0.9257,2026-05-31,0.9257,0.0,0.0,1.0,0.9984,-0.16
7243,Európai ingatlancégek részv. eszközalap,2026-05-31,1.8688,2026-05-31,1.8688,0.0,0.0,1.0,1.0093,0.93
7244,Európai kötvény eszközalap - D,2026-05-31,1.236,2026-05-31,1.236,0.0,0.0,1.0,0.997,-0.3
7245,Európai részvény eszközalap,2026-05-31,2.9536,2026-05-31,2.9536,0.0,0.0,1.0,1.1093,10.93
7246,Európai vállalati kötvény eszközalap,2026-05-31,1.3328,2026-05-31,1.3328,0.0,0.0,1.0,1.012,1.2
7247,Fejlõdõ piaci részvény ESG eszközalap-D,2026-05-31,1.3544,2026-05-31,1.3544,0.0,0.0,1.0,1.1034,10.34
7248,Fejlõdõ ázsiai részvény eszközalap,2026-05-31,3.3235,2026-05-31,3.3235,0.0,0.0,1.0,1.3297,32.97
7249,Fenntartható növekedés részvény eszk.,2026-05-31,3.2394,2026-05-31,3.2394,0.0,0.0,1.0,0.9701,-2.99
7250,Globális egészségügyi részvény eszk.,2026-05-31,3.4386,2026-05-31,3.4386,0.0,0.0,1.0,1.0689,6.89
7251,Globális növekedési részvény eszközalap,2026-05-31,2.2067,2026-05-31,2.2067,0.0,0.0,1.0,0.9195,-8.05
7252,Kiegyensúlyozott vegyes eszközalap - D,2026-05-31,1.5103,2026-05-31,1.5103,0.0,0.0,1.0,1.0449,4.49
7253,Latin-amerikai részvény eszközalap,2026-05-31,1.379,2026-05-31,1.379,0.0,0.0,1.0,1.2079,20.79
7254,Magas kötvény arányú vegyes eszk. - D,2026-05-31,1.1433,2026-05-31,1.1433,0.0,0.0,1.0,1.0206,2.06
7255,Magas védelmû vegyes eszközalap,2026-05-31,1.1201,2026-05-31,1.1201,0.0,0.0,1.0,1.0199,1.99
7256,Nemz. élelmiszeripari cégek rv. ea - D,2026-05-31,3.2831,2026-05-31,3.2831,0.0,0.0,1.0,1.0939,9.39
7257,Nyersanyagpiaci részvény eszközalap,2026-05-31,1.7009,2026-05-31,1.7009,0.0,0.0,1.0,1.1131,11.31
7258,Presztízs- és luxusmárkák rv. ea.,2026-05-31,3.4957,2026-05-31,3.4957,0.0,0.0,1.0,1.119,11.9
7259,USA részvény eszközalap,2026-05-31,5.0017,2026-05-31,5.0017,0.0,0.0,1.0,1.0346,3.46
7260,Ázsia kötvény eszközalap,2026-05-31,2.2759,2026-05-31,2.2759,0.0,0.0,1.0,1.0509,5.09
7261,Aktív hozamfigyelõ vegyes eszközalap - D,2026-06-01,0.9597,2026-06-01,0.9597,0.0,0.0,1.0,1.007,0.7
7262,Euró likviditás eszközalap - D,2026-06-01,0.9257,2026-06-01,0.9257,0.0,0.0,1.0,0.9984,-0.16
7263,Európai ingatlancégek részv. eszközalap,2026-06-01,1.8688,2026-06-01,1.8688,0.0,0.0,1.0,1.0093,0.93
7264,Európai kötvény eszközalap - D,2026-06-01,1.236,2026-06-01,1.236,0.0,0.0,1.0,0.997,-0.3
7265,Európai részvény eszközalap,2026-06-01,2.9536,2026-06-01,2.9536,0.0,0.0,1.0,1.1093,10.93
7266,Európai vállalati kötvény eszközalap,2026-06-01,1.3328,2026-06-01,1.3328,0.0,0.0,1.0,1.012,1.2
7267,Fejlõdõ piaci részvény ESG eszközalap-D,2026-06-01,1.3544,2026-06-01,1.3544,0.0,0.0,1.0,1.1034,10.34
7268,Fejlõdõ ázsiai részvény eszközalap,2026-06-01,3.3235,2026-06-01,3.3235,0.0,0.0,1.0,1.3297,32.97
7269,Fenntartható növekedés részvény eszk.,2026-06-01,3.2394,2026-06-01,3.2394,0.0,0.0,1.0,0.9701,-2.99
7270,Globális egészségügyi részvény eszk.,2026-06-01,3.4386,2026-06-01,3.4386,0.0,0.0,1.0,1.0689,6.89
7271,Globális növekedési részvény eszközalap,2026-06-01,2.2067,2026-06-01,2.2067,0.0,0.0,1.0,0.9195,-8.05
7272,Kiegyensúlyozott vegyes eszközalap - D,2026-06-01,1.5103,2026-06-01,1.5103,0.0,0.0,1.0,1.0449,4.49
7273,Latin-amerikai részvény eszközalap,2026-06-01,1.379,2026-06-01,1.379,0.0,0.0,1.0,1.2079,20.79
7274,Magas kötvény arányú vegyes eszk. - D,2026-06-01,1.1433,2026-06-01,1.1433,0.0,0.0,1.0,1.0206,2.06
7275,Magas védelmû vegyes eszközalap,2026-06-01,1.1201,2026-06-01,1.1201,0.0,0.0,1.0,1.0199,1.99
7276,Nemz. élelmiszeripari cégek rv. ea - D,2026-06-01,3.2831,2026-06-01,3.2831,0.0,0.0,1.0,1.0939,9.39
7277,Nyersanyagpiaci részvény eszközalap,2026-06-01,1.7009,2026-06-01,1.7009,0.0,0.0,1.0,1.1131,11.31
7278,Presztízs- és luxusmárkák rv. ea.,2026-06-01,3.4957,2026-06-01,3.4957,0.0,0.0,1.0,1.119,11.9
7279,USA részvény eszközalap,2026-06-01,5.0017,2026-06-01,5.0017,0.0,0.0,1.0,1.0346,3.46
7280,Ázsia kötvény eszközalap,2026-06-01,2.2759,2026-06-01,2.2759,0.0,0.0,1.0,1.0509,5.09
7281,Aktív hozamfigyelõ vegyes eszközalap - D,2026-06-02,0.96,2026-06-02,0.96,0.0,0.0313,1.0,1.007,0.7
7282,Euró likviditás eszközalap - D,2026-06-02,0.924,2026-06-02,0.924,0.0,-0.1836,1.0,0.9984,-0.16
7283,Európai ingatlancégek részv. eszközalap,2026-06-02,1.8396,2026-06-02,1.8396,0.0,-1.5625,1.0,1.0093,0.93
7284,Európai kötvény eszközalap - D,2026-06-02,1.2295,2026-06-02,1.2295,0.0,-0.5259,1.0,0.997,-0.3
7285,Európai részvény eszközalap,2026-06-02,2.9464,2026-06-02,2.9464,0.0,-0.2438,1.0,1.1093,10.93
7286,Európai vállalati kötvény eszközalap,2026-06-02,1.3292,2026-06-02,1.3292,0.0,-0.2701,1.0,1.012,1.2
7287,Fejlõdõ piaci részvény ESG eszközalap-D,2026-06-02,1.386,2026-06-02,1.386,0.0,2.3331,1.0,1.1034,10.34
7288,Fejlõdõ ázsiai részvény eszközalap,2026-06-02,3.345,2026-06-02,3.345,0.0,0.6469,1.0,1.3297,32.97
7289,Fenntartható növekedés részvény eszk.,2026-06-02,3.2654,2026-06-02,3.2654,0.0,0.8026,1.0,0.9701,-2.99
7290,Globális egészségügyi részvény eszk.,2026-06-02,3.3944,2026-06-02,3.3944,0.0,-1.2854,1.0,1.0689,6.89
7291,Globális növekedési részvény eszközalap,2026-06-02,2.2133,2026-06-02,2.2133,0.0,0.2991,1.0,0.9195,-8.05
7292,Kiegyensúlyozott vegyes eszközalap - D,2026-06-02,1.5104,2026-06-02,1.5104,0.0,0.0066,1.0,1.0449,4.49
7293,Latin-amerikai részvény eszközalap,2026-06-02,1.3892,2026-06-02,1.3892,0.0,0.7397,1.0,1.2079,20.79
7294,Magas kötvény arányú vegyes eszk. - D,2026-06-02,1.1405,2026-06-02,1.1405,0.0,-0.2449,1.0,1.0206,2.06
7295,Magas védelmû vegyes eszközalap,2026-06-02,1.1187,2026-06-02,1.1187,0.0,-0.125,1.0,1.0199,1.99
7296,Nemz. élelmiszeripari cégek rv. ea - D,2026-06-02,3.2496,2026-06-02,3.2496,0.0,-1.0204,1.0,1.0939,9.39
7297,Nyersanyagpiaci részvény eszközalap,2026-06-02,1.6903,2026-06-02,1.6903,0.0,-0.6232,1.0,1.1131,11.31
7298,Presztízs- és luxusmárkák rv. ea.,2026-06-02,3.4517,2026-06-02,3.4517,0.0,-1.2587,1.0,1.119,11.9
7299,USA részvény eszközalap,2026-06-02,5.028,2026-06-02,5.028,0.0,0.5258,1.0,1.0346,3.46
7300,Ázsia kötvény eszközalap,2026-06-02,2.2718,2026-06-02,2.2718,0.0,-0.1801,1.0,1.0509,5.09
7301,Aktív hozamfigyelõ vegyes eszközalap - D,2026-06-03,0.9617,2026-06-04,0.9577,-0.0042,0.1771,0.9958,1.0027,0.27
7302,Euró likviditás eszközalap - D,2026-06-03,0.9244,2026-06-04,0.9235,-0.001,0.0433,0.999,0.9974,-0.26
7303,Európai ingatlancégek részv. eszközalap,2026-06-03,1.8357,2026-06-04,1.8045,-0.017,-0.212,0.983,0.9921,-0.79
7304,Európai kötvény eszközalap - D,2026-06-03,1.2319,2026-06-04,1.2277,-0.0034,0.1952,0.9966,0.9936,-0.64
7305,Európai részvény eszközalap,2026-06-03,2.9849,2026-06-04,2.966,-0.0063,1.3067,0.9937,1.1023,10.23
