id,asset,opening_date,opening_euro_value,closing_date,closing_euro_value,yield_ratio,growth_factor,cumulative_growth,yield_ratio_cumprod,value_ma_50d,value_ma_100d,value_ma_200d,yield_ma_50d,yield_ma_100d,yield_ma_200d,ma50_diff,ma50_diff_ratio,ma100_diff,ma100_diff_ratio,ma200_diff,ma200_diff_ratio
3300,Ázsia kötvény eszközalap,2025-11-14,2.2728,2025-11-15,2.267,-0.0026,0.9974,1.0281,0.0281,2.267264,2.247716,,0.00016,0.00021799999999999999,,0.000264000000000042,0.00011645346272608822,-0.019283999999999857,-0.008506396118217846,,
3301,Aktív hozamfigyelõ vegyes eszközalap - D,2025-11-15,0.9514,2025-11-15,0.9514,0.0,1.0,0.9984,-0.0016,0.951788,0.945173,,-0.000196,-1.899999999999999e-05,,0.00038799999999994395,0.00040782005465623704,-0.0062269999999999825,-0.006545091444187494,,
3302,Euró likviditás eszközalap - D,2025-11-15,0.9257,2025-11-15,0.9257,0.0,1.0,0.9977,-0.0023,0.92613,0.9254469999999999,,3.6e-05,1.4000000000000005e-05,,0.00043000000000004146,0.00046451334125531107,-0.00025300000000005873,-0.0002733066868316504,,
3303,Európai ingatlancégek részv. eszközalap,2025-11-15,1.8296,2025-11-15,1.8296,0.0,1.0,0.9081,-0.0919,1.8424499999999997,1.833928,,0.00022000000000000012,-0.000256,,0.012849999999999806,0.00702339309138599,0.0043280000000001095,0.002365544381285587,,
3304,Európai kötvény eszközalap - D,2025-11-15,1.2344,2025-11-15,1.2344,0.0,1.0,0.9901,-0.0099,1.2364259999999998,1.232213,,0.00015599999999999997,5.599999999999998e-05,,0.0020259999999998612,0.001641283214517062,-0.002186999999999939,-0.0017717109526895164,,
3305,Európai részvény eszközalap,2025-11-15,2.671,2025-11-15,2.671,0.0,1.0,0.9928,-0.0072,2.653968,2.60613,,-0.000338,5.899999999999996e-05,,-0.017031999999999936,-0.006376637963309598,-0.06486999999999998,-0.024286783976038933,,
3306,Európai vállalati kötvény eszközalap,2025-11-15,1.3257,2025-11-15,1.3257,0.0,1.0,0.9997,-0.0003,1.329282,1.3256199999999998,,5.4000000000000005e-05,3.600000000000001e-05,,0.003581999999999974,0.002701968771215187,-8.000000000030205e-05,-6.034547786098065e-05,,
3307,Fejlõdõ piaci részvény ESG eszközalap-D,2025-11-15,1.1603,2025-11-15,1.1603,0.0,1.0,1.0048,0.0048,1.140276,1.109083,,-0.0009139999999999998,-5.199999999999997e-05,,-0.020024000000000042,-0.017257605791605655,-0.05121700000000007,-0.04414117038696894,,
3308,Fejlõdõ ázsiai részvény eszközalap,2025-11-15,2.405,2025-11-15,2.405,0.0,1.0,1.1162,0.1162,2.360924,2.2699030000000002,,0.0005939999999999999,0.000542,,-0.044076000000000004,-0.01832681912681913,-0.13509699999999958,-0.0561733887733886,,
3309,Fenntartható növekedés részvény eszk.,2025-11-15,3.1853,2025-11-15,3.1853,0.0,1.0,0.9614,-0.0386,3.177394,3.130159,,-0.0007019999999999999,-0.00025800000000000004,,-0.007905999999999747,-0.0024820268106613965,-0.055140999999999885,-0.017311085298088058,,
3310,Globális egészségügyi részvény eszk.,2025-11-15,3.5159,2025-11-15,3.5159,0.0,1.0,1.0993,0.0993,3.3910139999999998,3.313809,,0.001682,0.001016,,-0.12488600000000005,-0.03552035040814587,-0.2020909999999998,-0.05747916607412037,,
3311,Globális növekedési részvény eszközalap,2025-11-15,2.1448,2025-11-15,2.1448,0.0,1.0,0.909,-0.091,2.177422,2.188998,,-0.0008859999999999999,-0.0005920000000000001,,0.03262199999999993,0.015209809772472924,0.04419800000000018,0.020607049608355174,,
3312,Kiegyensúlyozott vegyes eszközalap - D,2025-11-15,1.4336,2025-11-15,1.4336,0.0,1.0,1.0092,0.0092,1.4338739999999999,1.4175670000000002,,-0.00015400000000000003,6.399999999999998e-05,,0.00027399999999988545,0.00019112723214277725,-0.016032999999999742,-0.011183733258928392,,
3313,Latin-amerikai részvény eszközalap,2025-11-15,1.2457,2025-11-15,1.2457,0.0,1.0,1.0622,0.0622,1.1735499999999999,1.14817,,-0.00029199999999999994,0.00063,,-0.07215000000000016,-0.057919242193144545,-0.09753000000000012,-0.07829332905193877,,
3314,Magas kötvény arányú vegyes eszk. - D,2025-11-15,1.1165,2025-11-15,1.1165,0.0,1.0,0.9995,-0.0005,1.118292,1.110154,,-2.2000000000000003e-05,4.9e-05,,0.0017920000000000158,0.0016050156739812053,-0.006345999999999963,-0.005683833407971305,,
3315,Magas védelmû vegyes eszközalap,2025-11-15,1.1034,2025-11-15,1.1034,0.0,1.0,0.9991,-0.0009,1.10148,1.0968,,-9.200000000000001e-05,3.8e-05,,-0.0019199999999999218,-0.0017400761283305436,-0.006599999999999939,-0.005981511691136433,,
3316,Nemz. élelmiszeripari cégek rv. ea - D,2025-11-15,3.1304,2025-11-15,3.1304,0.0,1.0,0.991,-0.009,3.139912,3.155611,,0.0009320000000000001,0.00025,,0.009511999999999965,0.003038589317659074,0.025211000000000094,0.008053603373370846,,
3317,Nyersanyagpiaci részvény eszközalap,2025-11-15,1.3915,2025-11-15,1.3915,0.0,1.0,0.9736,-0.0264,1.386622,1.3736920000000001,,-0.000832,-3.0000000000000028e-05,,-0.004877999999999938,-0.0035055695292849,-0.017807999999999824,-0.012797700323391897,,
3318,Presztízs- és luxusmárkák rv. ea.,2025-11-15,3.6488,2025-11-15,3.6488,0.0,1.0,1.0235,0.0235,3.6122159999999996,3.5680110000000003,,-0.000442,0.000327,,-0.036584000000000394,-0.010026310019732622,-0.08078899999999978,-0.022141251918438878,,
3319,USA részvény eszközalap,2025-11-15,4.5954,2025-11-15,4.5954,0.0,1.0,0.9929,-0.0071,4.581396,4.492257,,-0.001114,-0.00014200000000000004,,-0.014003999999999905,-0.0030473952213082444,-0.10314299999999932,-0.02244483614048817,,
3320,Ázsia kötvény eszközalap,2025-11-15,2.267,2025-11-15,2.267,0.0,1.0,1.0281,0.0281,2.267722,2.24823,,8.000000000000002e-05,0.00031,,0.0007220000000001114,0.0003184825760918004,-0.018769999999999953,-0.008279664755183042,,
3321,Aktív hozamfigyelõ vegyes eszközalap - D,2025-11-16,0.9514,2025-11-16,0.9514,0.0,1.0,0.9984,-0.0016,0.951992,0.94536,,-0.000196,-1.499999999999999e-05,,0.0005919999999999259,0.0006222409081353016,-0.006040000000000045,-0.0063485389951650675,,
3322,Euró likviditás eszközalap - D,2025-11-16,0.9257,2025-11-16,0.9257,0.0,1.0,0.9977,-0.0023,0.926156,0.925458,,3.6e-05,2e-05,,0.00045600000000001195,0.0004926001944474581,-0.00024199999999996447,-0.0002614237874040882,,
3323,Európai ingatlancégek részv. eszközalap,2025-11-16,1.8296,2025-11-16,1.8296,0.0,1.0,0.9081,-0.0919,1.8432799999999998,1.8334699999999997,,0.00022000000000000012,-0.000274,,0.013679999999999914,0.007477044162658458,0.003869999999999818,0.0021152164407519775,,
3324,Európai kötvény eszközalap - D,2025-11-16,1.2344,2025-11-16,1.2344,0.0,1.0,0.9901,-0.0099,1.236588,1.2322549999999999,,0.00015599999999999997,8.099999999999998e-05,,0.0021880000000000788,0.0017725210628646135,-0.0021450000000000635,-0.001737686325340298,,
3325,Európai részvény eszközalap,2025-11-16,2.671,2025-11-16,2.671,0.0,1.0,0.9928,-0.0072,2.6555219999999995,2.6074149999999996,,-0.000338,3.9999999999999956e-05,,-0.015478000000000325,-0.0057948333957320575,-0.06358500000000022,-0.02380569075252723,,
3326,Európai vállalati kötvény eszközalap,2025-11-16,1.3257,2025-11-16,1.3257,0.0,1.0,0.9997,-0.0003,1.329342,1.325661,,5.4000000000000005e-05,5.1000000000000006e-05,,0.003641999999999923,0.0027472278796107133,-3.900000000012227e-05,-2.9418420457209222e-05,,
3327,Fejlõdõ piaci részvény ESG eszközalap-D,2025-11-16,1.1603,2025-11-16,1.1603,0.0,1.0,1.0048,0.0048,1.141294,1.110274,,-0.0009139999999999998,-3.5999999999999974e-05,,-0.01900600000000008,-0.016380246487977312,-0.050026000000000126,-0.043114711712488256,,
3328,Fejlõdõ ázsiai részvény eszközalap,2025-11-16,2.405,2025-11-16,2.405,0.0,1.0,1.1162,0.1162,2.364176,2.2727419999999996,,0.0005939999999999999,0.0005780000000000001,,-0.04082399999999975,-0.01697463617463607,-0.1322580000000002,-0.05499293139293148,,
3329,Fenntartható növekedés részvény eszk.,2025-11-16,3.1853,2025-11-16,3.1853,0.0,1.0,0.9614,-0.0386,3.1791639999999997,3.1315,,-0.0007019999999999999,-0.000286,,-0.006136000000000141,-0.0019263491664835782,-0.05379999999999985,-0.016890088845634588,,
3330,Globális egészségügyi részvény eszk.,2025-11-16,3.5159,2025-11-16,3.5159,0.0,1.0,1.0993,0.0993,3.397154,3.3178729999999996,,0.001682,0.0009750000000000001,,-0.1187459999999998,-0.033773998122813446,-0.19802700000000018,-0.05632327426832395,,
3331,Globális növekedési részvény eszközalap,2025-11-16,2.1448,2025-11-16,2.1448,0.0,1.0,0.909,-0.091,2.176986,2.18826,,-0.0008859999999999999,-0.000559,,0.032185999999999826,0.015006527415143522,0.043460000000000054,0.020262961581499466,,
3332,Kiegyensúlyozott vegyes eszközalap - D,2025-11-16,1.4336,2025-11-16,1.4336,0.0,1.0,1.0092,0.0092,1.4343179999999998,1.417986,,-0.00015400000000000003,6.599999999999998e-05,,0.0007179999999997744,0.0005008370535712712,-0.015614000000000017,-0.01089146205357144,,
3333,Latin-amerikai részvény eszközalap,2025-11-16,1.2457,2025-11-16,1.2457,0.0,1.0,1.0622,0.0622,1.1750999999999998,1.149746,,-0.00029199999999999994,0.0004670000000000001,,-0.07060000000000022,-0.05667496186882894,-0.0959540000000001,-0.07702817692863458,,
3334,Magas kötvény arányú vegyes eszk. - D,2025-11-16,1.1165,2025-11-16,1.1165,0.0,1.0,0.9995,-0.0005,1.118516,1.1103230000000002,,-2.2000000000000003e-05,6.2e-05,,0.0020160000000000178,0.001805642633228856,-0.006176999999999877,-0.005532467532467422,,
3335,Magas védelmû vegyes eszközalap,2025-11-16,1.1034,2025-11-16,1.1034,0.0,1.0,0.9991,-0.0009,1.101628,1.096928,,-9.200000000000003e-05,3e-05,,-0.0017719999999998848,-0.0016059452601050253,-0.006472000000000033,-0.005865506615914477,,
3336,Nemz. élelmiszeripari cégek rv. ea - D,2025-11-16,3.1304,2025-11-16,3.1304,0.0,1.0,0.991,-0.009,3.1408159999999996,3.1548239999999996,,0.0009320000000000001,0.00019099999999999998,,0.010415999999999759,0.0033273703041144134,0.02442399999999978,0.007802197802197732,,
3337,Nyersanyagpiaci részvény eszközalap,2025-11-16,1.3915,2025-11-16,1.3915,0.0,1.0,0.9736,-0.0264,1.3869820000000002,1.3743040000000002,,-0.000832,-0.00014800000000000002,,-0.0045179999999998,-0.003246855910887388,-0.017195999999999767,-0.012357887172116253,,
3338,Presztízs- és luxusmárkák rv. ea.,2025-11-16,3.6488,2025-11-16,3.6488,0.0,1.0,1.0235,0.0235,3.614106,3.570451,,-0.000442,0.0003,,-0.034694,-0.00950833150624863,-0.07834900000000022,-0.02147253891690425,,
3339,USA részvény eszközalap,2025-11-16,4.5954,2025-11-16,4.5954,0.0,1.0,0.9929,-0.0071,4.582924,4.495175000000001,,-0.001114,-0.00018600000000000005,,-0.012475999999999487,-0.002714888801845212,-0.10022499999999912,-0.02180985333159227,,
3340,Ázsia kötvény eszközalap,2025-11-16,2.267,2025-11-16,2.267,0.0,1.0,1.0281,0.0281,2.26818,2.2486699999999997,,8.000000000000002e-05,0.000276,,0.001180000000000181,0.0005205116894575125,-0.01833000000000018,-0.00808557565063969,,
3341,Aktív hozamfigyelõ vegyes eszközalap - D,2025-11-17,0.9514,2025-11-17,0.9514,0.0,1.0,0.9984,-0.0016,0.952196,0.9455470000000001,,-0.000196,-1.499999999999999e-05,,0.0007960000000000189,0.0008366617616144828,-0.005852999999999886,-0.006151986546142407,,
3342,Euró likviditás eszközalap - D,2025-11-17,0.9257,2025-11-17,0.9257,0.0,1.0,0.9977,-0.0023,0.9261820000000001,0.925469,,3.6e-05,2e-05,,0.00048200000000009346,0.0005206870476397251,-0.00023099999999998122,-0.000249540887976646,,
3343,Európai ingatlancégek részv. eszközalap,2025-11-17,1.8296,2025-11-17,1.8296,0.0,1.0,0.9081,-0.0919,1.84411,1.8330119999999999,,0.00022000000000000012,-0.000274,,0.014510000000000023,0.007930695233930926,0.0034119999999999706,0.001864888500218611,,
3344,Európai kötvény eszközalap - D,2025-11-17,1.2344,2025-11-17,1.2344,0.0,1.0,0.9901,-0.0099,1.23675,1.232297,,0.00015599999999999997,8.099999999999998e-05,,0.0023500000000000743,0.001903758911211985,-0.002102999999999966,-0.0017036616979908992,,
3345,Európai részvény eszközalap,2025-11-17,2.671,2025-11-17,2.671,0.0,1.0,0.9928,-0.0072,2.6570759999999995,2.6087000000000002,,-0.000338,3.9999999999999956e-05,,-0.01392400000000027,-0.00521302882815435,-0.06229999999999958,-0.023324597529015195,,
3346,Európai vállalati kötvény eszközalap,2025-11-17,1.3257,2025-11-17,1.3257,0.0,1.0,0.9997,-0.0003,1.329402,1.325702,,5.4000000000000005e-05,5.1000000000000006e-05,,0.003701999999999872,0.0027924869880062396,1.9999999998354667e-06,1.5086369463947095e-06,,
3347,Fejlõdõ piaci részvény ESG eszközalap-D,2025-11-17,1.1603,2025-11-17,1.1603,0.0,1.0,1.0048,0.0048,1.142312,1.111465,,-0.0009139999999999998,-3.5999999999999974e-05,,-0.017988000000000115,-0.015502887184348974,-0.048835000000000184,-0.04208825303800757,,
3348,Fejlõdõ ázsiai részvény eszközalap,2025-11-17,2.405,2025-11-17,2.405,0.0,1.0,1.1162,0.1162,2.367428,2.275581,,0.0005939999999999999,0.0005780000000000001,,-0.03757199999999994,-0.015622453222453198,-0.12941899999999995,-0.05381247401247399,,
3349,Fenntartható növekedés részvény eszk.,2025-11-17,3.1853,2025-11-17,3.1853,0.0,1.0,0.9614,-0.0386,3.1809339999999997,3.1328410000000004,,-0.0007019999999999999,-0.000286,,-0.004366000000000092,-0.0013706715223056204,-0.05245899999999937,-0.01646909239318098,,
3350,Globális egészségügyi részvény eszk.,2025-11-17,3.5159,2025-11-17,3.5159,0.0,1.0,1.0993,0.0993,3.403294,3.321937,,0.001682,0.0009750000000000001,,-0.11260599999999998,-0.032027645837481154,-0.19396299999999966,-0.05516738246252728,,
3351,Globális növekedési részvény eszközalap,2025-11-17,2.1448,2025-11-17,2.1448,0.0,1.0,0.909,-0.091,2.17655,2.187522,,-0.0008859999999999999,-0.000559,,0.03175000000000017,0.014803245057814326,0.04272199999999993,0.019918873554643755,,
3352,Kiegyensúlyozott vegyes eszközalap - D,2025-11-17,1.4336,2025-11-17,1.4336,0.0,1.0,1.0092,0.0092,1.4347619999999999,1.4184050000000001,,-0.00015400000000000003,6.599999999999998e-05,,0.0011619999999998853,0.0008105468749999201,-0.015194999999999848,-0.010599190848214179,,
3353,Latin-amerikai részvény eszközalap,2025-11-17,1.2457,2025-11-17,1.2457,0.0,1.0,1.0622,0.0622,1.17665,1.151322,,-0.00029199999999999994,0.0004670000000000001,,-0.06905000000000006,-0.055430681544513166,-0.09437800000000007,-0.0757630248053304,,
3354,Magas kötvény arányú vegyes eszk. - D,2025-11-17,1.1165,2025-11-17,1.1165,0.0,1.0,0.9995,-0.0005,1.11874,1.110492,,-2.2000000000000003e-05,6.2e-05,,0.0022400000000000198,0.0020062695924765064,-0.006008000000000013,-0.005381101656963738,,
3355,Magas védelmû vegyes eszközalap,2025-11-17,1.1034,2025-11-17,1.1034,0.0,1.0,0.9991,-0.0009,1.101776,1.097056,,-9.200000000000003e-05,3e-05,,-0.0016239999999998478,-0.0014718143918795068,-0.006343999999999905,-0.00574950154069232,,
3356,Nemz. élelmiszeripari cégek rv. ea - D,2025-11-17,3.1304,2025-11-17,3.1304,0.0,1.0,0.991,-0.009,3.1417200000000003,3.1540369999999998,,0.0009320000000000001,0.00019099999999999998,,0.01132000000000044,0.003616151290570036,0.023636999999999908,0.00755079223102476,,
3357,Nyersanyagpiaci részvény eszközalap,2025-11-17,1.3915,2025-11-17,1.3915,0.0,1.0,0.9736,-0.0264,1.387342,1.3749159999999998,,-0.000832,-0.00014800000000000002,,-0.004157999999999884,-0.0029881422924900353,-0.016584000000000154,-0.01191807402084093,,
3358,Presztízs- és luxusmárkák rv. ea.,2025-11-17,3.6488,2025-11-17,3.6488,0.0,1.0,1.0235,0.0235,3.615996,3.572891,,-0.000442,0.0003,,-0.032804000000000055,-0.00899035299276476,-0.07590900000000023,-0.020803825915369497,,
3359,USA részvény eszközalap,2025-11-17,4.5954,2025-11-17,4.5954,0.0,1.0,0.9929,-0.0071,4.584452,4.498093,,-0.001114,-0.00018600000000000005,,-0.010947999999999958,-0.0023823823823823733,-0.09730699999999981,-0.02117487052269657,,
3360,Ázsia kötvény eszközalap,2025-11-17,2.267,2025-11-17,2.267,0.0,1.0,1.0281,0.0281,2.268638,2.24911,,8.000000000000002e-05,0.000276,,0.0016380000000002504,0.0007225408028232247,-0.01788999999999996,-0.007891486546096145,,
3361,Aktív hozamfigyelõ vegyes eszközalap - D,2025-11-18,0.949,2025-11-19,0.9456,-0.0036,0.9964,0.9948,-0.0052,0.9522839999999999,0.945676,,-0.00026799999999999995,-5.0999999999999986e-05,,0.006683999999999912,0.007068527918781633,7.599999999996498e-05,8.037225042297482e-05,,
3362,Euró likviditás eszközalap - D,2025-11-18,0.9257,2025-11-19,0.9259,0.0002,1.0002,0.9979,-0.0021,0.926212,0.9254819999999999,,4e-05,2.2000000000000003e-05,,0.00031200000000009,0.00033696943514428124,-0.00041800000000002946,-0.0004514526406739707,,
3363,Európai ingatlancégek részv. eszközalap,2025-11-18,1.834,2025-11-19,1.8251,-0.0049,0.9951,0.9036,-0.0964,1.8448499999999999,1.832509,,0.00012200000000000013,-0.00032300000000000004,,0.019749999999999934,0.010821324858911805,0.007408999999999999,0.004059503588844446,,
3364,Európai kötvény eszközalap - D,2025-11-18,1.2346,2025-11-19,1.2348,0.0002,1.0002,0.9903,-0.0097,1.23692,1.232343,,0.00015999999999999996,8.299999999999998e-05,,0.002120000000000122,0.0017168772270814074,-0.0024569999999999315,-0.0019897959183672914,,
3365,Európai részvény eszközalap,2025-11-18,2.6494,2025-11-19,2.6013,-0.0181,0.9819,0.9748,-0.0252,2.6572359999999997,2.6092880000000003,,-0.0007000000000000001,-0.00014100000000000004,,0.05593599999999954,0.021503094606542705,0.007988000000000106,0.0030707723061546557,,
3366,Európai vállalati kötvény eszközalap,2025-11-18,1.3259,2025-11-19,1.3255,-0.0003,0.9997,0.9994,-0.0006,1.3294580000000003,1.3257409999999998,,4.8e-05,4.8e-05,,0.00395800000000035,0.002986043002640777,0.0002409999999999357,0.00018181818181813332,,
3367,Fejlõdõ piaci részvény ESG eszközalap-D,2025-11-18,1.1519,2025-11-19,1.1362,-0.0137,0.9863,0.991,-0.009,1.142848,1.112415,,-0.0011879999999999998,-0.00017299999999999995,,0.006647999999999987,0.005851082555888036,-0.023785000000000167,-0.02093381446928372,,
3368,Fejlõdõ ázsiai részvény eszközalap,2025-11-18,2.4106,2025-11-19,2.3551,-0.023,0.977,1.0905,0.0905,2.369682,2.277921,,0.0001339999999999999,0.00034800000000000006,,0.014581999999999873,0.006191669143560729,-0.07717900000000011,-0.032771007600526564,,
3369,Fenntartható növekedés részvény eszk.,2025-11-18,3.1605,2025-11-19,3.1258,-0.011,0.989,0.9508,-0.0492,3.1815139999999995,3.133587,,-0.0009220000000000001,-0.000396,,0.0557139999999996,0.0178239170772281,0.007786999999999988,0.002491202252223427,,
3370,Globális egészségügyi részvény eszk.,2025-11-18,3.5337,2025-11-19,3.5233,-0.003,0.997,1.096,0.096,3.409582,3.3260750000000003,,0.0016219999999999997,0.000945,,-0.11371799999999999,-0.03227599125819544,-0.19722499999999954,-0.05597735077909901,,
3371,Globális növekedési részvény eszközalap,2025-11-18,2.1243,2025-11-19,2.1089,-0.0073,0.9927,0.9024,-0.0976,2.175396,2.1864250000000003,,-0.001032,-0.0006320000000000001,,0.06649599999999989,0.03153112997297163,0.07752500000000007,0.03676087059604536,,
3372,Kiegyensúlyozott vegyes eszközalap - D,2025-11-18,1.43,2025-11-19,1.4222,-0.0054,0.9946,1.0037,0.0037,1.4349779999999999,1.41871,,-0.000262,1.199999999999998e-05,,0.012777999999999956,0.008984671635494275,-0.003489999999999993,-0.002453944592884259,,
3373,Latin-amerikai részvény eszközalap,2025-11-18,1.2427,2025-11-19,1.2387,-0.0033,0.9967,1.0587,0.0587,1.1780599999999999,1.1528280000000002,,-0.000358,0.00043400000000000003,,-0.06064000000000003,-0.048954549124081724,-0.08587199999999973,-0.06932429159602788,,
3374,Magas kötvény arányú vegyes eszk. - D,2025-11-18,1.1151,2025-11-19,1.112,-0.0027,0.9973,0.9968,-0.0032,1.1188740000000001,1.110616,,-7.6e-05,3.5000000000000004e-05,,0.006874000000000047,0.006181654676259034,-0.0013840000000000519,-0.001244604316546809,,
3375,Magas védelmû vegyes eszközalap,2025-11-18,1.1012,2025-11-19,1.0969,-0.004,0.996,0.9951,-0.0049,1.101794,1.097119,,-0.00017200000000000003,-1e-05,,0.004893999999999954,0.004461664691403003,0.00021899999999996922,0.00019965356914939303,,
3376,Nemz. élelmiszeripari cégek rv. ea - D,2025-11-18,3.1369,2025-11-19,3.1237,-0.0042,0.9958,0.9868,-0.0132,3.1424899999999996,3.1531830000000003,,0.0008480000000000001,0.000149,,0.01878999999999964,0.006015302365784052,0.02948300000000037,0.009438486410346824,,
3377,Nyersanyagpiaci részvény eszközalap,2025-11-18,1.3777,2025-11-19,1.3645,-0.0096,0.9904,0.9642,-0.0358,1.3871620000000002,1.375258,,-0.001024,-0.00024400000000000002,,0.022662000000000182,0.016608281421766347,0.010758000000000045,0.007884206669109597,,
